budget,genres,id,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",10054,21.543389,2001-03-18,147934180,88.0,Released,Spy Kids,5.5,867
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",51540,50.309843,2011-07-08,117000000,98.0,Released,Horrible Bosses,6.5,2277
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",44264,49.292384,2010-12-22,252276927,110.0,Released,True Grit,7.2,1668
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",350,83.893257,2006-06-30,326551094,109.0,Released,The Devil Wears Prada,7.0,3088
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",152,24.616634,1979-12-06,139000000,132.0,Released,Star Trek: The Motion Picture,6.2,530
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",109431,34.005726,2013-02-07,173965010,111.0,Released,Identity Thief,5.6,1645
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1598,27.714043,1991-11-15,182300000,128.0,Released,Cape Fear,7.0,675
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",8065,45.149948,2008-03-27,69823199,123.0,Released,21,6.5,1375
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",271718,72.774941,2015-07-17,140795793,125.0,Released,Trainwreck,5.9,1181
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11638,3.74263,2005-03-25,68915888,105.0,Released,Guess Who,5.5,225
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",409,29.381878,1996-11-14,231976425,162.0,Released,The English Patient,7.0,542
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2118,24.860326,1997-09-19,126216940,138.0,Released,L.A. Confidential,7.7,1310
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11459,11.041659,2005-07-29,86369815,100.0,Released,Sky High,5.8,550
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10806,11.897925,1997-09-10,0,90.0,Released,In & Out,6.3,177
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",9348,23.607071,1995-07-07,113374103,108.0,Released,Species,5.5,453
1800000,"[{""id"": 27, ""name"": ""Horror""}]",377,38.204158,1984-11-14,25504513,91.0,Released,A Nightmare on Elm Street,7.2,1180
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8843,25.413955,2000-08-17,104155843,107.0,Released,The Cell,6.0,436
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",9313,28.98027,1998-03-12,0,132.0,Released,The Man in the Iron Mask,6.3,1018
35000000,"[{""id"": 18, ""name"": ""Drama""}]",39486,9.525037,2010-08-20,60251371,123.0,Released,Secretariat,6.8,103
34000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1273,18.39217,2007-03-23,95608995,90.0,Released,TMNT,6.0,345
32000000,"[{""id"": 18, ""name"": ""Drama""}]",13920,9.254647,2003-10-24,52277485,109.0,Released,Radio,6.8,141
35000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",50544,40.526587,2011-07-21,150483765,109.0,Released,Friends with Benefits,6.5,2237
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",325133,50.179171,2016-05-04,108758521,91.0,Released,Neighbors 2: Sorority Rising,5.6,1462
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",140823,31.957947,2013-11-16,112544580,125.0,Released,Saving Mr. Banks,7.3,1226
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1883,19.822791,1992-11-18,48169908,202.0,Released,Malcolm X,7.2,370
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",89492,38.429648,2012-12-20,88058786,134.0,Released,This Is 40,5.6,896
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",22949,13.707843,2009-11-24,92219310,88.0,Released,Old Dogs,5.2,210
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",12437,51.927471,2009-01-22,91353501,92.0,Released,Underworld: Rise of the Lycans,6.2,1428
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",2959,14.503568,2007-07-04,69307224,91.0,Released,License to Wed,5.2,253
0,"[{""id"": 35, ""name"": ""Comedy""}]",9957,6.74556,2006-04-07,0,80.0,Released,The Benchwarmers,5.2,242
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11648,11.120167,2005-07-21,58405313,98.0,Released,Must Love Dogs,5.8,140
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9366,40.370442,1997-02-27,41954997,127.0,Released,Donnie Brasco,7.4,1147
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1576,40.715623,2002-03-15,102984862,100.0,Released,Resident Evil,6.4,2065
10700000,"[{""id"": 27, ""name"": ""Horror""}]",609,36.230204,1982-06-04,122200000,114.0,Released,Poltergeist,7.0,794
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5516,23.666229,2004-03-25,0,104.0,Released,The Ladykillers,6.0,415
35000000,"[{""id"": 28, ""name"": ""Action""}]",13051,25.903237,2008-10-15,85416905,100.0,Released,Max Payne,5.2,613
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",49530,60.231382,2011-10-27,173930596,109.0,Released,In Time,6.7,3417
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",34806,18.38292,2010-04-23,77477008,106.0,Released,The Back-Up Plan,5.7,458
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",49022,14.029012,2011-05-05,59901913,112.0,Released,Something Borrowed,5.9,296
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",11469,15.913783,2001-11-21,0,95.0,Released,Black Knight,5.1,287
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",11667,19.286099,1994-12-22,99423521,102.0,Released,Street Fighter,4.1,325
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",423,50.587541,2002-09-24,120072577,150.0,Released,The Pianist,8.0,1864
40000000,"[{""id"": 27, ""name"": ""Horror""}]",10066,17.157738,2005-04-30,68766121,113.0,Released,House of Wax,5.5,677
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2288,22.636908,2004-12-01,115505027,104.0,Released,Closer,6.7,811
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",88794,28.069419,2011-11-09,84606030,137.0,Released,J. Edgar,6.0,741
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",13515,19.774543,2008-08-15,72436439,110.0,Released,Mirrors,6.0,485
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",11979,11.644243,2002-02-10,45479110,101.0,Released,Queen of the Damned,5.4,239
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",169,27.934978,1990-11-20,57120318,108.0,Released,Predator 2,5.9,730
35000000,"[{""id"": 18, ""name"": ""Drama""}]",8090,12.677505,2008-01-22,32483410,101.0,Released,Untraceable,5.9,238
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11622,8.737058,1999-02-12,40263020,112.0,Released,Blast from the Past,6.3,245
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",3604,12.343507,1980-09-01,27107960,111.0,Released,Flash Gordon,6.1,233
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9541,14.699342,2004-03-25,36098382,102.0,Released,Jersey Girl,5.8,325
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",94348,14.513243,2012-10-18,30353232,101.0,Released,Alex Cross,5.1,300
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",8197,5.525544,1997-11-21,25105255,155.0,Released,Midnight in the Garden of Good and Evil,6.3,157
8900000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",336004,15.079993,2015-11-13,4100000,93.0,Released,Heist,5.6,318
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",35019,23.835055,2010-03-26,93246388,109.0,Released,Nanny McPhee and the Big Bang,6.0,436
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8836,25.454549,2008-07-24,68369434,104.0,Released,The X Files: I Want to Believe,5.5,523
31000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",14442,22.71592,2004-04-09,27388767,96.0,Released,Ella Enchanted,5.9,437
35000000,"[{""id"": 18, ""name"": ""Drama""}]",321741,35.120736,2015-11-12,50363790,123.0,Released,Concussion,7.0,823
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}]",59965,19.893646,2011-09-22,82087155,106.0,Released,Abduction,5.6,961
35000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",14175,14.051852,2005-03-25,19478106,76.0,Released,Valiant,5.2,235
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11004,9.011729,2000-02-22,0,111.0,Released,Wonder Boys,6.9,161
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",11918,19.088655,2008-03-27,25871834,85.0,Released,Superhero Movie,4.9,379
56000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",98357,29.490057,2013-01-18,19701164,109.0,Released,Broken City,5.7,593
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",10012,11.195593,2005-02-25,19294901,97.0,Released,Cursed,5.1,167
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",49526,17.709888,2012-08-24,31083599,91.0,Released,Premium Rush,6.2,832
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",268920,18.262017,2015-05-08,51680201,87.0,Released,Hot Pursuit,5.4,647
35000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9093,10.10364,2002-09-08,29882645,132.0,Released,The Four Feathers,6.5,159
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",119283,28.670477,2013-01-23,46216641,118.0,Released,Parker,5.7,1455
31000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11823,16.736734,2004-09-13,41512007,98.0,Released,Wimbledon,6.0,293
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",35169,13.668633,2010-04-02,39340177,92.0,Released,Furry Vengeance,4.6,149
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",118957,9.780588,2012-09-05,0,93.0,Released,Bait,5.3,191
27000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",849,9.904881,1983-07-29,16519460,117.0,Released,Krull,5.8,129
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",4515,9.789027,2007-10-22,63215872,92.0,Released,Lions for Lambs,6.0,216
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",6575,10.73522,2007-12-21,18317151,96.0,Released,Walk Hard: The Dewey Cox Story,6.6,212
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6440,11.1399,2001-12-18,0,111.0,Released,The Shipping News,6.4,108
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",18320,16.343317,2009-03-04,27409889,105.0,Released,The Young Victoria,7.0,322
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",22787,14.818718,2009-09-09,12206028,101.0,Released,Whiteout,5.3,220
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",8967,43.862456,2011-05-18,54674226,139.0,Released,The Tree of Life,6.5,987
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",144336,27.903999,2014-03-28,17508518,110.0,Released,Sabotage,5.5,555
20500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",13056,17.112498,2008-12-05,10089373,102.0,Released,Punisher: War Zone,5.6,294
35000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",14113,10.304172,2006-08-11,12506188,83.0,Released,Zoom,4.9,135
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",285783,37.335721,2015-09-30,61181942,123.0,Released,The Walk,6.9,1121
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9726,16.782471,2006-09-09,42064105,118.0,Released,A Good Year,6.5,357
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9702,9.122828,1993-02-05,0,180.0,Released,Bound by Honor,7.7,115
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",9280,9.07278,2002-11-06,16838910,114.0,Released,Femme Fatale,6.2,142
0,"[{""id"": 18, ""name"": ""Drama""}]",45958,13.930763,2010-10-20,25147786,148.0,Released,Biutiful,7.0,291
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]",1969,20.27704,2006-01-18,10496317,93.0,Released,Bandidas,5.8,307
34000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",198663,131.815575,2014-09-10,348319861,113.0,Released,The Maze Runner,7.0,5371
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",239573,16.832312,2015-03-05,14431253,91.0,Released,Unfinished Business,5.0,320
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10436,9.133747,1993-09-17,32255440,139.0,Released,The Age of Innocence,7.0,169
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",1381,24.606012,2006-09-06,15304890,96.0,Released,The Fountain,6.8,827
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",127493,16.830184,2012-05-17,2106557,96.0,Released,Stolen,5.1,344
41677699,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",12429,39.58676,2008-07-19,187479518,100.0,Released,Ponyo,7.5,926
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",228205,41.946523,2015-04-09,63013281,128.0,Released,The Longest Ride,7.3,1064
75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2900,20.697556,1999-08-26,19598588,109.0,Released,The Astronaut's Wife,5.4,254
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",77875,17.932561,2012-11-29,0,106.0,Released,Playing for Keeps,5.4,240
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",192136,15.50957,2013-12-06,27330000,141.0,Released,Mandela: Long Walk to Freedom,6.5,224
40000000,"[{""id"": 18, ""name"": ""Drama""}]",881,40.379966,1992-12-11,243240178,138.0,Released,A Few Good Men,7.1,877
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10877,12.601306,2001-03-13,79958599,101.0,Released,Exit Wounds,5.3,110
30000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}]",9600,24.389194,2000-05-31,173959438,98.0,Released,Big Momma's House,5.6,506
34000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",202575,12.867326,2013-12-24,0,85.0,Released,Thunder and the House of Magic,6.3,121
30000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",71469,23.328823,2011-12-22,64626786,89.0,Released,The Darkest Hour,4.8,469
33000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",85446,29.775441,2012-07-26,140470746,99.0,Released,Step Up Revolution,6.7,663
33000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",326,19.642328,2006-08-06,62022014,105.0,Released,Snakes on a Plane,5.1,497
33000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10685,7.339908,2000-09-08,0,96.0,Released,The Watcher,4.9,110
33000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",7220,35.099611,2004-04-15,54700105,124.0,Released,The Punisher,6.1,766
30000000,"[{""id"": 18, ""name"": ""Drama""}]",9763,16.541791,2005-06-06,27610873,118.0,Released,Goal!: The Dream Begins,6.6,238
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",72387,31.92695,2012-04-16,40346186,94.0,Released,Safe,6.3,799
33000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",12596,9.060642,1999-04-23,0,124.0,Released,Pushing Tin,5.7,116
32350000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1892,46.509071,1983-05-23,572700000,135.0,Released,Return of the Jedi,7.9,4665
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",13460,21.538222,2008-03-14,22211426,108.0,Released,Doomsday,5.8,363
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8055,33.923786,2008-12-10,113019290,124.0,Released,The Reader,7.2,813
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",50647,20.908494,2012-02-23,24159934,98.0,Released,Wanderlust,5.3,394
32000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",10719,16.901954,2003-10-09,173398518,97.0,Released,Elf,6.4,987
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",9294,15.039407,1996-07-05,152036382,123.0,Released,Phenomenon,6.2,323
33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11888,13.655735,2002-01-18,0,99.0,Released,Snow Dogs,5.3,185
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9647,21.620317,1988-11-22,60328000,101.0,Released,Scrooged,6.7,390
32000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9353,14.642055,2006-06-16,80197993,92.0,Released,Nacho Libre,5.6,359
32500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",55721,17.107065,2011-04-28,288383523,125.0,Released,Bridesmaids,6.5,1661
32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",109414,38.21708,2013-06-12,126041322,107.0,Released,This Is the End,6.3,2359
29000000,"[{""id"": 27, ""name"": ""Horror""}]",10307,14.993169,1999-09-10,50041732,103.0,Released,Stigmata,6.0,242
32000000,"[{""id"": 18, ""name"": ""Drama""}]",11978,24.147269,2000-09-13,48814909,129.0,Released,Men of Honor,7.0,544
32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",22907,18.47242,2010-08-26,69055695,107.0,Released,Takers,6.0,394
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",87567,18.84332,2013-04-25,21819348,90.0,Released,The Big Wedding,5.7,414
32000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",38322,15.901137,2011-02-16,83615414,107.0,Released,"Big Mommas: Like Father, Like Son",5.3,313
32000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",45612,59.19888,2011-03-30,147332697,93.0,Released,Source Code,7.1,2699
32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7305,14.48851,1993-01-15,36733909,120.0,Released,Alive,6.7,374
30000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",3594,23.197408,2007-02-23,77566815,101.0,Released,The Number 23,6.3,1018
33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",157841,10.651202,2013-10-16,9494789,105.0,Released,The Young and Prodigious T.S. Spivet,6.7,232
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",11519,10.032626,1979-12-13,31755742,113.0,Released,1941,5.6,143
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",59,34.628738,2005-09-23,60740827,96.0,Released,A History of Violence,6.9,832
32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9335,47.5612,2005-08-02,85167639,87.0,Released,Transporter 2,6.2,1061
32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",12106,16.473355,1995-02-09,18552460,107.0,Released,The Quick and the Dead,6.3,427
28000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",11141,6.201404,2004-04-04,30016165,90.0,Released,Laws of Attraction,5.6,104
32000000,"[{""id"": 18, ""name"": ""Drama""}]",8649,15.560918,1999-10-22,0,121.0,Released,Bringing Out the Dead,6.6,225
32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",31867,25.799697,2010-03-18,18409891,111.0,Released,Repo Men,6.2,620
